customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
qx22025,california,F,High School or Below,12148.94098,37025,101,0,Corporate Auto,SUV,427.243803
zu63258,california,M,Bachelor,3549.747466,0,100,1,Personal Auto,SUV,480.0
ic74050,california,F,High School or Below,6153.394838,23939,160,1,Personal Auto,SUV,768.0
jx80723,california,M,College,6272.416823,76673,80,1,Personal Auto,Four-Door Car,56.082107
ct50487,california,F,High School or Below,2851.161121,55274,71,0,Corporate Auto,Two-Door Car,484.728153
vt16570,california,F,College,6781.125672,30324,86,0,Corporate Auto,Four-Door Car,143.943749
yw94562,california,F,College,4985.239225,31702,63,1,Personal Auto,Four-Door Car,302.4
jg83075,california,F,College,6725.043747,0,95,0,Corporate Auto,Four-Door Car,684.0
sz61563,california,M,Bachelor,36632.53432,70908,132,1,Personal Auto,SUV,521.444011
jo60130,california,M,High School or Below,5838.89915,81082,73,0,Personal Auto,Four-Door Car,281.295903
bg55927,california,F,College,12206.89208,17705,108,1,Personal Auto,Two-Door Car,668.73901
bs53322,california,F,High School or Below,14196.96535,77738,118,0,Personal Auto,SUV,463.457352
fz13256,california,F,Bachelor,2670.797821,0,72,0,Corporate Auto,Four-Door Car,366.277224
cm38959,california,F,College,8033.910862,70311,66,0,Personal Auto,Two-Door Car,341.395103
fs38926,california,F,Bachelor,9685.542977,66022,239,0,Personal Auto,Luxury Car,538.229502
en31802,california,M,High School or Below,36168.34106,74140,101,2,Personal Auto,SUV,484.8
to18404,california,F,Bachelor,10453.2558,73604,88,0,Corporate Auto,Two-Door Car,398.19284
vq53427,california,M,College,5406.694854,21855,74,1,Corporate Auto,Four-Door Car,355.2
ot50011,california,F,Master,2671.166649,23305,68,0,Personal Auto,Four-Door Car,127.157137
oo96627,california,M,High School or Below,3531.348165,0,98,0,Corporate Auto,Two-Door Car,958.502743
bn77676,california,M,High School or Below,4835.569505,0,71,0,Personal Auto,Four-Door Car,511.2
jt64945,california,F,College,13422.06378,65024,67,0,Personal Auto,Four-Door Car,189.869329
bo58202,california,F,Bachelor,2424.224662,22590,67,0,Personal Auto,Two-Door Car,85.68352
ur71715,california,M,College,2983.110414,0,91,0,Personal Auto,Four-Door Car,436.8
gm84292,california,F,Master,14723.40712,38401,92,0,Corporate Auto,Four-Door Car,441.6
dw20514,california,M,College,8438.463783,25539,112,0,Personal Auto,SUV,585.069825
wz45123,california,M,Master,14435.67365,60880,119,0,Personal Auto,Two-Door Car,109.906628
lw11571,california,M,Bachelor,2690.069754,87313,67,0,Personal Auto,Four-Door Car,321.6
ti48450,california,M,College,7948.544751,23916,68,0,Corporate Auto,Two-Door Car,481.113765
cz62883,california,F,Bachelor,11378.88711,34854,95,0,Corporate Auto,Four-Door Car,456.0
by88565,california,F,College,5219.754045,48203,66,0,Personal Auto,Four-Door Car,413.238845
eb61889,california,M,High School or Below,9486.037005,25322,126,0,Corporate Auto,Sports Car,886.033554
gx22027,california,F,Bachelor,4762.557323,16656,63,1,Personal Auto,Two-Door Car,302.4
bn91755,california,F,Master,4975.171042,44723,124,0,Personal Auto,SUV,341.088276
oz89964,california,M,High School or Below,4422.615495,35979,116,2,Personal Auto,Sports Car,556.8
pv62467,california,F,College,4849.697945,36413,61,0,Personal Auto,Four-Door Car,153.013115
qz71100,california,M,Bachelor,19237.69976,0,196,0,Corporate Auto,Luxury Car,2092.523421
ua63517,california,F,Doctor,8518.549119,0,112,1,Personal Auto,Sports Car,537.6
bd69478,california,M,College,5194.654884,51883,66,0,Personal Auto,Two-Door Car,623.751121
gv41938,california,F,High School or Below,46302.07562,0,151,1,Personal Auto,SUV,1087.2
ua73107,california,M,Bachelor,2538.62632,18608,71,0,Corporate Auto,Four-Door Car,340.8
xu43725,california,F,College,14070.63897,0,127,0,Corporate Auto,SUV,677.868206
mt78037,california,M,High School or Below,2748.933734,55964,69,0,Personal Auto,Four-Door Car,496.8
fh81263,california,M,High School or Below,6006.211611,85510,74,0,Corporate Auto,Four-Door Car,355.2
sz94413,california,M,High School or Below,3286.440915,30706,84,0,Personal Auto,Four-Door Car,225.654806
hi48554,california,F,High School or Below,2648.350463,29587,69,0,Personal Auto,Two-Door Car,331.2
yr30159,california,M,College,20936.33105,20309,181,0,Personal Auto,Luxury Car,1579.854155
ev15014,california,M,Bachelor,7194.233091,0,71,0,Personal Auto,Four-Door Car,599.375099
bm16805,california,F,College,11435.23124,12470,103,1,Corporate Auto,SUV,618.688651
ib60476,california,M,Master,4064.107529,0,107,0,Personal Auto,Sports Car,513.6
yc63458,california,F,Bachelor,5893.368906,86498,74,1,Personal Auto,Two-Door Car,8.529778
vs42598,california,F,Bachelor,8256.2978,62902,69,0,Personal Auto,Two-Door Car,159.383042
bb65725,california,M,College,8061.198798,57293,102,0,Corporate Auto,Sports Car,347.996042
uz86963,california,F,High School or Below,9333.076001,0,129,0,Corporate Auto,Sports Car,928.8
rr39300,california,F,High School or Below,34243.51034,51255,122,0,Personal Auto,SUV,421.70554
iu25994,california,M,College,31516.5084,0,125,0,Corporate Auto,SUV,626.411563
io81315,california,F,College,2460.167359,69241,61,0,Personal Auto,Four-Door Car,47.95916
jc93010,california,M,Bachelor,4929.549699,25632,63,0,Personal Auto,Two-Door Car,351.270869
xo56170,california,F,High School or Below,2866.824929,87428,72,0,Personal Auto,Four-Door Car,224.483337
qs65968,california,M,Master,8429.491575,98796,104,0,Personal Auto,SUV,499.2
pt42203,california,M,College,8052.243508,78617,101,0,Corporate Auto,Four-Door Car,233.169575
sx87181,california,F,Bachelor,4916.479717,0,65,0,Personal Auto,Two-Door Car,312.0
re85409,california,M,High School or Below,5386.969384,93893,67,0,Personal Auto,Four-Door Car,98.66095
yw95322,california,M,Bachelor,3508.905811,23629,88,0,Personal Auto,Four-Door Car,633.6
tl39187,california,M,Bachelor,6511.103163,0,91,0,Corporate Auto,Two-Door Car,655.404481
xp41644,california,M,High School or Below,4335.676738,30574,114,1,Corporate Auto,Sports Car,396.105473
fz89300,california,F,Bachelor,3673.525732,69555,92,0,Personal Auto,Four-Door Car,255.277041
ed80746,california,M,Bachelor,7426.462927,19634,98,0,Corporate Auto,Two-Door Car,470.4
bd35524,california,M,Bachelor,2640.488905,15776,69,0,Personal Auto,Two-Door Car,337.596914
ew68125,california,F,Bachelor,4889.765364,46819,62,0,Personal Auto,Four-Door Car,157.990123
tt86956,california,F,Master,10537.40467,47950,65,0,Personal Auto,Four-Door Car,301.867895
ka67497,california,F,High School or Below,6385.617852,0,63,1,Personal Auto,Two-Door Car,302.4
tm68292,california,F,Master,4564.512659,12626,69,4,Personal Auto,Four-Door Car,331.2
sc23927,california,M,High School or Below,4772.943848,20993,133,0,Personal Auto,SUV,638.4
bo92934,california,M,High School or Below,10387.24599,24392,93,0,Personal Auto,Four-Door Car,446.4
xr82418,california,M,Bachelor,4984.618655,86305,62,0,Personal Auto,Four-Door Car,80.73124
xs56253,california,M,Bachelor,6600.477951,0,110,3,Personal Auto,Sports Car,1011.772647
uc34044,california,F,College,2591.749798,56701,65,0,Personal Auto,Four-Door Car,333.441673
mu64306,california,M,College,8355.642928,57074,105,0,Personal Auto,SUV,80.129332
ui33675,california,M,Bachelor,5142.04553,0,72,0,Personal Auto,Two-Door Car,345.6
ux24010,california,F,Bachelor,5205.256308,53614,65,1,Personal Auto,Four-Door Car,725.849253
gc69429,california,M,Master,14816.95159,0,135,0,Personal Auto,SUV,648.0
xa27299,california,M,Bachelor,12812.43898,0,128,0,Personal Auto,SUV,789.775123
mt39460,california,M,Master,2472.227293,76441,62,0,Personal Auto,Four-Door Car,294.258612
nm33351,california,F,Bachelor,35186.25611,86134,98,0,Corporate Auto,Two-Door Car,3.246203
ir29181,california,M,High School or Below,9336.123495,45262,117,0,Corporate Auto,Four-Door Car,842.4
te79454,california,F,Bachelor,14980.04626,0,222,0,Personal Auto,Luxury Car,1123.485329
us34108,california,F,Bachelor,4773.656279,27725,63,4,Personal Auto,Four-Door Car,302.4
lg45849,california,M,Doctor,4698.521352,27985,117,0,Personal Auto,Two-Door Car,561.6
fi25204,california,F,Master,3491.26162,29673,92,2,Corporate Auto,Two-Door Car,328.348506
ym24620,california,M,Master,4505.842815,24790,113,0,Personal Auto,SUV,767.242337
ug49494,california,F,High School or Below,5765.502751,57846,73,1,Personal Auto,Four-Door Car,481.014309
vm77872,california,M,High School or Below,7685.652168,0,111,0,Corporate Auto,Four-Door Car,799.2
ey49684,california,F,Bachelor,2309.876793,0,61,0,Personal Auto,Four-Door Car,32.454659
xb70333,california,M,High School or Below,6582.286333,10738,109,4,Personal Auto,Four-Door Car,852.256188
bc75105,california,M,College,2860.440918,45587,81,5,Personal Auto,Four-Door Car,380.595522
br22486,california,F,College,5039.435344,82940,63,0,Personal Auto,Four-Door Car,332.847984
jt27173,california,M,College,3979.282641,42633,101,0,Corporate Auto,SUV,285.048692
at31367,california,F,College,6273.911874,18577,86,0,Corporate Auto,Four-Door Car,412.8
ew17514,california,M,Master,14435.67365,60880,119,0,Personal Auto,Two-Door Car,109.906628
qj31447,california,M,Master,19339.20282,22582,61,0,Personal Auto,Four-Door Car,292.8
bc85847,california,F,Bachelor,6872.043512,0,64,0,Corporate Auto,Four-Door Car,585.058877
fp53421,california,M,High School or Below,7613.706014,25944,70,0,Personal Auto,Four-Door Car,336.0
zf54421,california,M,High School or Below,6369.262355,34498,83,0,Personal Auto,Two-Door Car,398.4
eg81847,california,F,High School or Below,14255.23041,31027,124,1,Personal Auto,SUV,597.578875
se21603,california,M,Bachelor,2469.088506,0,71,0,Corporate Auto,Four-Door Car,484.87847
ra47157,california,M,High School or Below,3451.25106,45609,87,0,Corporate Auto,Two-Door Car,246.515921
za45956,california,F,Master,13736.1325,16181,181,0,Personal Auto,SUV,1261.319869
pb93081,california,M,High School or Below,6360.649533,41195,160,0,Corporate Auto,SUV,323.1897
ze49470,california,F,Master,4770.984146,76194,119,0,Personal Auto,SUV,388.313599
qw72605,california,F,Bachelor,10296.9965,0,138,0,Personal Auto,SUV,666.977979
mg53211,california,F,College,3237.923545,60097,82,0,Personal Auto,Four-Door Car,278.735779
yb49540,california,F,College,5254.019142,95017,65,0,Personal Auto,Four-Door Car,324.99944
fy77803,california,F,High School or Below,10129.50677,0,68,0,Corporate Auto,Four-Door Car,326.4
kx64629,california,F,College,2228.525238,0,64,0,Personal Auto,Four-Door Car,744.924331
in28584,california,F,Bachelor,16501.06524,83547,137,1,Personal Auto,SUV,75.663572
fp66891,california,M,Bachelor,2178.520191,0,65,0,Personal Auto,Four-Door Car,319.49223
tt97465,california,M,College,14642.14003,57561,62,1,Corporate Auto,Four-Door Car,298.430234
am88377,california,F,Bachelor,5049.765309,10180,65,0,Corporate Auto,Two-Door Car,455.654032
ja47688,california,M,Master,3544.541005,40658,90,0,Personal Auto,Two-Door Car,502.873215
gp87031,california,F,College,3210.136249,23554,86,0,Corporate Auto,Four-Door Car,412.8
zv43350,california,F,Bachelor,4531.366283,0,119,0,Personal Auto,Four-Door Car,571.2
tg37259,california,M,Master,3373.869214,28989,85,0,Personal Auto,Four-Door Car,408.0
km22467,california,M,Bachelor,5451.802287,55898,69,0,Personal Auto,Two-Door Car,441.951758
jb32090,california,F,High School or Below,3045.05813,53441,76,0,Personal Auto,Two-Door Car,364.8
ey78874,california,M,Doctor,2715.68743,20848,71,0,Corporate Auto,Four-Door Car,350.143872
zt60177,california,F,High School or Below,3802.994357,0,108,0,Personal Auto,Sports Car,932.654942
rv92809,california,M,College,5498.940679,22520,73,0,Personal Auto,Four-Door Car,350.4
vi69768,california,M,Bachelor,23990.14738,69781,119,0,Personal Auto,SUV,849.208601
np40205,california,M,Bachelor,7901.427389,99711,98,0,Corporate Auto,Four-Door Car,11.549207
lz56963,california,F,College,8596.567628,25785,112,1,Corporate Auto,SUV,537.6
co56168,california,M,High School or Below,3964.527997,62638,100,0,Personal Auto,SUV,441.988868
hj64239,california,F,College,8262.629249,0,113,0,Corporate Auto,SUV,813.6
wx80471,california,M,High School or Below,6676.726314,56875,84,0,Personal Auto,Two-Door Car,145.448401
eh51056,california,M,High School or Below,2750.878284,93102,68,0,Personal Auto,Two-Door Car,578.945761
dk19711,california,M,College,5495.183322,25564,71,0,Personal Auto,Four-Door Car,228.515513
zj71004,california,F,Bachelor,2471.278718,29918,62,0,Personal Auto,Four-Door Car,108.892382
ce68841,california,F,Bachelor,4128.385865,95891,102,0,Corporate Auto,SUV,34.235959
hx41374,california,M,High School or Below,15234.7459,72988,127,0,Personal Auto,SUV,276.503559
qe13586,california,M,High School or Below,6366.225775,44368,80,0,Personal Auto,Two-Door Car,384.0
pa20570,california,M,Bachelor,6575.451884,84146,82,0,Personal Auto,Four-Door Car,464.714188
mb91424,california,M,College,7425.269244,36259,63,0,Corporate Auto,Four-Door Car,302.4
qw98193,california,M,College,3924.416277,56480,101,0,Corporate Auto,SUV,617.650751
ts53731,california,F,College,8660.838974,79674,107,0,Personal Auto,SUV,9.275859
wk55963,california,M,College,8130.651447,61036,68,0,Corporate Auto,Two-Door Car,413.25233
ce71123,california,F,Bachelor,12751.27591,33235,110,0,Personal Auto,SUV,113.804117
kk38827,california,F,Master,4170.687348,29462,107,1,Personal Auto,SUV,513.6
yh81239,california,M,High School or Below,6405.738932,48131,82,0,Personal Auto,Four-Door Car,393.6
md32702,california,F,Bachelor,3573.291869,0,109,1,Personal Auto,SUV,523.2
uk79109,california,M,College,9095.049868,37937,116,0,Corporate Auto,SUV,556.8
tv37646,california,F,College,4794.116328,70012,119,0,Personal Auto,SUV,755.19863
qs35019,california,M,Master,14435.67365,60880,119,0,Personal Auto,Two-Door Car,109.906628
rj62038,california,M,High School or Below,8166.512251,0,82,0,Personal Auto,Four-Door Car,590.4
vx94337,california,M,High School or Below,8807.609658,59762,113,0,Corporate Auto,SUV,542.4
gm54723,california,M,Bachelor,9061.63365,0,65,0,Corporate Auto,Four-Door Car,413.288528
et39822,california,F,Bachelor,8256.2978,62902,69,0,Personal Auto,Two-Door Car,159.383042
wa94988,california,F,Bachelor,19327.87406,57245,124,0,Corporate Auto,Sports Car,681.577742
wz23060,california,F,Bachelor,7050.972166,39040,174,0,Personal Auto,SUV,835.2
hk84372,california,M,High School or Below,2409.7007,0,70,0,Personal Auto,Four-Door Car,504.0
wg28563,california,F,Doctor,5519.513075,70914,68,0,Personal Auto,Four-Door Car,77.695518
ke70943,california,F,College,10090.40808,97238,126,0,Personal Auto,SUV,604.8
ld76400,california,F,Bachelor,31316.61358,42522,132,0,Corporate Auto,SUV,909.876614
dr54244,california,F,High School or Below,2590.840183,0,67,0,Personal Auto,Four-Door Car,321.6
fv63234,california,F,Bachelor,4957.1612,0,67,0,Personal Auto,Four-Door Car,321.6
iv60781,california,F,Doctor,4014.453113,37384,99,0,Personal Auto,Four-Door Car,475.2
ak59340,california,M,High School or Below,5601.138061,42360,71,0,Corporate Auto,Four-Door Car,99.509191
nf78904,california,F,Bachelor,7370.61684,67871,61,0,Corporate Auto,Four-Door Car,10.475529
is55638,california,F,College,15503.72309,29932,64,0,Personal Auto,Two-Door Car,319.710124
rd40721,california,M,High School or Below,5384.731816,0,78,0,Corporate Auto,Four-Door Car,748.774773
zf70768,california,M,High School or Below,4050.280057,82758,101,0,Personal Auto,Two-Door Car,179.430114
fh68849,california,F,Bachelor,12765.77704,0,117,0,Personal Auto,SUV,842.4
zo42514,california,F,Bachelor,9159.005771,96331,114,0,Personal Auto,Two-Door Car,491.027024
fr66336,california,M,High School or Below,5325.724541,0,73,0,Personal Auto,Two-Door Car,496.474767
mq84363,california,M,Bachelor,11072.03193,58971,94,1,Corporate Auto,Four-Door Car,318.882053
uc75204,california,F,High School or Below,12851.42404,0,186,0,Personal Auto,Luxury SUV,1339.2
wn56695,california,M,College,8607.482071,0,118,0,Personal Auto,Four-Door Car,566.4
mf59279,california,M,Bachelor,4222.977602,0,63,0,Personal Auto,Two-Door Car,302.4
us30122,california,M,College,61134.68307,0,198,0,Corporate Auto,Luxury Car,2275.265075
im15403,california,M,College,9368.27103,44980,81,0,Corporate Auto,Two-Door Car,333.478333
ih18704,california,M,Master,4365.256633,23566,112,0,Personal Auto,SUV,537.6
fp27229,california,F,College,3384.468426,54603,86,0,Corporate Auto,Four-Door Car,412.8
za60820,california,M,High School or Below,2409.003095,0,67,0,Personal Auto,Two-Door Car,482.4
wt65970,california,F,High School or Below,7209.088399,0,99,0,Personal Auto,Four-Door Car,715.039363
ix10511,california,M,College,3875.541141,0,117,0,Personal Auto,Sports Car,842.4
xb71208,california,F,College,2735.469265,96314,69,0,Personal Auto,Four-Door Car,296.995798
qi99143,california,F,Bachelor,3092.632781,31168,78,0,Corporate Auto,Four-Door Car,289.386343
xq19310,california,F,High School or Below,5006.609577,0,71,0,Personal Auto,Two-Door Car,358.985713
hk40573,california,M,College,14382.56463,52174,121,0,Personal Auto,SUV,403.737293
nn65590,california,F,College,2762.801339,72335,69,0,Personal Auto,Four-Door Car,331.2
ng15940,california,M,High School or Below,3997.476302,0,62,1,Corporate Auto,Four-Door Car,552.845318
ue96503,california,M,Doctor,5599.668502,0,73,0,Corporate Auto,Four-Door Car,350.4
ae90216,california,M,Bachelor,4974.801539,75644,65,3,Personal Auto,Two-Door Car,467.803638
lj20215,california,F,High School or Below,3435.649178,0,95,0,Corporate Auto,Four-Door Car,679.052398
pf78020,california,M,College,5574.618901,20075,71,0,Personal Auto,Four-Door Car,371.679189
iu71285,california,F,Bachelor,6889.518761,33786,89,1,Personal Auto,Two-Door Car,75.110004
rm93459,california,M,College,17497.52201,0,73,0,Personal Auto,Two-Door Car,350.4
xv53963,california,M,High School or Below,10986.22795,96721,138,1,Personal Auto,SUV,662.4
zk71157,california,F,Bachelor,5358.163394,40833,69,0,Corporate Auto,Four-Door Car,294.591676
fs31523,california,F,High School or Below,8532.718297,0,122,2,Personal Auto,SUV,585.6
nh99355,california,M,High School or Below,4634.730197,0,62,0,Personal Auto,Four-Door Car,297.6
ez11341,california,M,College,8080.948098,85210,68,0,Personal Auto,Two-Door Car,32.714226
qe52050,california,F,Bachelor,5678.050167,0,76,0,Corporate Auto,Four-Door Car,364.8
